iter	RMSE
669	2836442.575
670	2836137.436
671	2835668.815
672	2835292.411
673	2834872.146
674	2834489.512
675	2834116.965
676	2833930.029
677	2833758.736
678	2833401.672
679	2833250.338
680	2832997.049
681	2832595.991
682	2832313.138
683	2831856.562
684	2831602.845
685	2831267.215
686	2830996.369
687	2830833.081
688	2830477.638
689	2829985.888
690	2829564.882
691	2829110.262
692	2828802.713
693	2828360.349
694	2828167.158
695	2827882.335
696	2827568.413
697	2827239.639
698	2826698.069
699	2826259.425
700	2825837.528
701	2825466.02
702	2825207.194
703	2824892.884
704	2824649.995
705	2824257.656
706	2823871.946
707	2823516.782
708	2823052.626
709	2822653.469
710	2822419.081
711	2822107.166
712	2821807.505
713	2821526.139
714	2821258.82
715	2820858.776
716	2820610.311
717	2820247.96
718	2819900.459
719	2819650.562
720	2819354.713
721	2818938.27
722	2818613.671
723	2818235.474
724	2818005.962
725	2817679.655
726	2817389.12
727	2816729.82
728	2816235.943
729	2815809.622
730	2815437.375
731	2815113.754
732	2814863.628
733	2814552.279
734	2814359.569
735	2814154.886
736	2813914.67
737	2813591.717
738	2813278.233
739	2812867.044
740	2812560.467
741	2812375.227
742	2812017.314
743	2811694.29
744	2811529.267
745	2811144.584
746	2810594.488
747	2810296.581
748	2809895.497
749	2809499.399
750	2809382.272
751	2809050.135
752	2808732.28
753	2808403.046
754	2808228.974
755	2807987.85
756	2807606.491
757	2807052.905
758	2806672.317
759	2806550.426
760	2806247.075
761	2805848.184
762	2805698.101
763	2805331.187
764	2804922.897
765	2804783.857
766	2804353.219
767	2803899.992
768	2803455.377
769	2803274.656
770	2803040.065
771	2802810.493
772	2802356.594
773	2802088.761
774	2801900.22
775	2801747.63
776	2801470.731
777	2801008.745
778	2800573.533
779	2800072.59
780	2799718.203
781	2799440.259
782	2799197.608
783	2798800.598
784	2798432.225
785	2798068.879
786	2797988.201
787	2797730.958
788	2797359.249
789	2796990.296
790	2796729.086
791	2796423.743
792	2796162.928
793	2795777.013
794	2795560.431
795	2795030.231
796	2794713.151
797	2794383.569
798	2794059.093
799	2793842.533
800	2793815.629
801	2793242.14
802	2793091.932
803	2792820.367
804	2792663.882
805	2792288.515
806	2792020.007
807	2791940.925
808	2791518.67
809	2791281.326
810	2791024.502
811	2790673.117
812	2790370.803
813	2789868.748
814	2789622.633
815	2789206.934
816	2788743.777
817	2788617.365
818	2788202.755
819	2787658.055
820	2787170.96
821	2786898.7
822	2786553.698
823	2786228.456
824	2785836.01
825	2785485.685
826	2785244.708
827	2784907.127
828	2784602.741
829	2784464.089
830	2784038.788
831	2783735.528
832	2783460.193
833	2783194.48
834	2782834.45
835	2782359.528
836	2782073.888
837	2781728.828
838	2781475.711
839	2781171.38
840	2780925.579
841	2780746.49
842	2780551.231
843	2780303.316
844	2780099.038
845	2779783.303
846	2779348.23
847	2779018.224
848	2778809.282
849	2778611.445
850	2778255.913
851	2778035.655
852	2777662.245
853	2777601.312
854	2777324.499
855	2776961.301
856	2776693.802
857	2776434.271
858	2776332.419
859	2775981.456
860	2775724.968
861	2775414.988
862	2775159.319
863	2774978.715
864	2774801.729
865	2774538.163
866	2774058.722
867	2773881.751
868	2773389.407
869	2773174.344
870	2772793.909
871	2772421.879
872	2772231.089
873	2772034.849
874	2771713.6
875	2771349.422
876	2771070.604
877	2770807.168
878	2770508.969
879	2770190.193
880	2770058.805
881	2769546.572
882	2769386.808
883	2769029.169
884	2768775.294
885	2768623.643
886	2768237.359
887	2767700.648
888	2767527.319
889	2767154.328
890	2766774.719
891	2766479.526
892	2766338.954
893	2766141.021
894	2765731.879
895	2765391.493
896	2765042.019
897	2764660.619
898	2764314.949
899	2764060.036
900	2763662.831
901	2763284.959
902	2763101.281
903	2762897.242
904	2762622.791
905	2762489.474
906	2762204.733
907	2761723.713
908	2761473.579
909	2761168.445
910	2760926.359
911	2760677.743
912	2760327.838
913	2760038.364
914	2759706.172
915	2759578.522
916	2759093.912
917	2758758.266
918	2758379.417
919	2758004.859
920	2757717.319
921	2757543.652
922	2757324.704
923	2757036.011
924	2756718.622
925	2756319.686
926	2755964.568
927	2755564.975
928	2755215.954
929	2754713.485
930	2754423.686
931	2754095.337
932	2753972.293
933	2753615.492
934	2753152.44
935	2752850.892
936	2752769.863
937	2752431.488
938	2752004.845
939	2751693.456
940	2751492.524
941	2751221.488
942	2750910.2
943	2750817.003
944	2750613.716
945	2750361.243
946	2750034.765
947	2749617.827
948	2749289.444
949	2748913.96
950	2748544.537
951	2748238.687
952	2747808.159
953	2747494.33
954	2747275.594
955	2746864.935
956	2746576.629
957	2746182.836
958	2745992.84
959	2745757.896
960	2745339.386
961	2744946.944
962	2744926.79
963	2744637.322
964	2744426.182
965	2744317.918
966	2744006.163
967	2743698.759
968	2743435.053
969	2743157.866
970	2742705.8
971	2742341.809
972	2742133.44
973	2741855.102
974	2741533.334
975	2741261.639
976	2741060.765
977	2740827.914
978	2740616.116
979	2740306.208
980	2740025.833
981	2739736.067
982	2739459.459
983	2739180.189
984	2738948.172
985	2738645.996
986	2738490.152
987	2738339.466
988	2738030.386
989	2737694.671
990	2737429.215
991	2737103.945
992	2736859.907
993	2736703.157
994	2736402.674
995	2736259.913
996	2735942.348
997	2735736.908
998	2735538.446
999	2735278.291
