iter	RMSE
183	3200966.774
184	3199519.271
185	3198667.847
186	3197022.472
187	3195281.679
188	3194165.618
189	3193071.12
190	3192250.979
191	3191182.205
192	3190324.615
193	3188689.461
194	3188098.883
195	3186718.163
196	3185827.954
197	3184597.338
198	3183612.356
199	3182844.398
200	3182015.738
201	3180778.368
202	3179019.73
203	3178350.265
204	3177403.711
205	3175983.18
206	3175069.323
207	3173789.944
208	3172551.054
209	3171593.735
210	3170101.702
211	3167500.24
212	3166480.948
213	3165298.104
214	3164185.089
215	3162738.439
216	3161613.064
217	3160805.119
218	3159794.717
219	3158713.988
220	3158186.009
221	3157180.198
222	3155611.651
223	3154979.844
224	3153952.596
225	3152838.545
226	3151898.772
227	3151147.458
228	3150019.73
229	3149392.829
230	3148272.343
231	3147351.348
232	3146317.876
233	3145425.504
234	3144876.87
235	3142923.229
236	3142259.617
237	3141296.554
238	3139492.081
239	3138530.11
240	3137504.019
241	3136796.565
242	3135493.143
243	3134733.598
244	3133899.8
245	3133420.173
246	3132261.554
247	3131743.915
248	3130975.189
249	3130529.612
250	3129813.98
251	3128699.895
252	3127578.894
253	3126739.898
254	3126026.085
255	3124397.658
256	3123428.939
257	3122223.239
258	3121229.125
259	3120280.999
260	3119324.049
261	3117457.955
262	3115921.684
263	3115067.126
264	3114273.06
265	3113637.469
266	3113024.071
267	3112396.508
268	3111473.297
269	3110669.921
270	3110298.341
271	3109864.472
272	3109008.827
273	3108342.218
274	3107523.752
275	3106852.081
276	3106342.798
277	3105300.315
278	3104225.334
279	3103622.112
280	3102898.771
281	3102244.301
282	3101097.428
283	3100570.361
284	3099849.435
285	3099375.093
286	3098468.775
287	3097646.471
288	3096896.74
289	3096184.733
290	3095544.637
291	3094783.383
292	3093882.102
293	3093294.078
294	3092594.036
295	3091617.75
296	3090459.691
297	3089589.043
298	3088815.868
299	3088190.691
300	3087198.614
301	3086465.447
302	3085848.67
303	3085299.295
304	3084346.503
305	3083608.564
306	3082885.284
307	3082433.786
308	3081598.37
309	3080959.31
310	3079904.551
311	3079070.027
312	3078454.512
313	3077824.038
314	3077267.002
315	3076509.972
316	3075791.459
317	3075216.712
318	3074531.048
319	3073751.92
320	3073104.816
321	3072451.562
322	3071834.667
323	3071432.427
324	3070754.88
325	3069481.755
326	3068931.991
327	3068235.403
328	3067899.452
329	3067152.442
330	3066595.833
331	3065649.223
332	3065200.989
333	3064481.315
334	3063865.885
335	3063203.006
336	3062754.411
337	3062461.624
338	3061954.018
339	3061085.239
340	3060510.909
341	3060144.962
342	3059366.257
343	3058913.807
344	3058194.08
345	3057765.955
346	3056852.906
347	3056304.67
348	3055624.038
349	3055514.369
350	3054267.286
351	3052769.499
352	3052072.975
353	3051470.381
354	3051110.596
355	3050328.501
356	3049841.773
357	3049155.037
358	3048773.398
359	3048100.727
360	3047587.803
361	3047188.004
362	3046495.791
363	3046150.796
364	3045249.528
365	3044640.49
366	3044202.857
367	3043441.589
368	3042988.681
369	3042445.125
370	3042115.644
371	3041448.52
372	3040981.438
373	3040139.552
374	3039778.958
375	3039364.582
376	3038627.251
377	3038145.571
378	3037492.251
379	3036811.53
380	3036170.322
381	3035592.639
382	3035258.474
383	3034730.385
384	3034244.915
385	3033656.467
386	3033004.434
387	3032483.638
388	3031923.735
389	3031301.744
390	3030769.491
391	3030151.574
392	3029388.904
393	3028922.576
394	3028329.879
395	3027952.007
396	3027397.911
397	3026464.617
398	3026288.169
399	3025547.313
400	3024976.118
401	3024393.291
402	3023658.264
403	3023209.548
404	3022280.653
405	3021728.373
406	3021095.187
407	3020635.61
408	3019762.56
409	3018833.205
410	3018354.213
411	3018156.462
412	3017753.222
413	3017663.209
414	3017056.62
415	3016547.983
416	3016066.941
417	3015641.703
418	3015218.203
419	3014502.295
420	3014225.925
421	3014162.316
422	3013690.103
423	3013351.348
424	3012999.693
425	3012595.039
426	3011493.953
427	3011119.432
428	3010450.779
429	3010011.108
430	3009243.858
431	3008667.064
432	3007917.201
433	3007506.686
434	3007079.706
435	3006095.107
436	3005503.4
437	3004645.329
438	3004033.967
439	3003289.698
440	3002790.604
441	3002187.555
442	3001375.548
443	3000778.529
444	3000713.044
445	3000193.587
446	2999809.221
447	2999197.263
448	2998873.226
449	2998697.07
450	2998130.036
451	2997842.038
452	2997503.601
453	2997100.459
454	2996735.608
455	2996047.049
456	2995413.027
457	2994795.261
458	2993931.348
459	2993314.106
460	2992912.559
461	2992355.3
462	2991687.691
463	2991316.706
464	2990884.208
465	2990545.114
466	2990117.333
467	2989634.063
468	2989099.098
469	2988024.771
470	2987701.732
471	2987487.908
472	2986858.542
473	2986371.103
474	2986091.632
475	2985872.116
476	2985416.67
477	2984830.122
478	2984011.368
479	2983369.216
480	2982643.236
481	2982130.197
482	2981623.102
483	2981532.014
484	2981109.001
485	2980610.87
486	2980529.941
487	2980139.627
488	2979545.268
489	2979058.434
490	2978589.426
491	2978362.228
492	2977874.66
493	2977183.632
494	2976692.746
495	2976259.674
496	2975909.062
497	2975479.48
498	2975050.083
499	2974560.85
500	2974259.992
501	2973736.607
502	2973366.58
503	2972957.153
504	2972434.198
505	2972122.214
506	2971858.002
507	2971580.275
508	2971141.092
509	2970068.768
510	2969522.017
511	2969260.422
512	2968871.998
513	2968402.789
514	2968089.12
515	2967826.406
516	2967438.306
517	2967110.812
518	2966880.74
519	2966551.638
520	2966135.694
521	2965690.038
522	2965392.315
523	2964980.651
524	2964513.002
525	2963948.79
526	2963676.033
527	2963379.959
528	2963110.506
529	2962882.891
530	2962357.31
531	2961914.301
532	2961420.054
533	2961125.314
534	2960810.142
535	2960308.148
536	2960109.926
537	2959683.712
538	2959121.681
539	2958630.159
540	2957953.646
541	2957417.685
542	2956738.552
543	2956405.197
544	2955731.552
545	2955082.817
546	2954450.146
547	2954242.706
548	2953897.045
549	2953336.824
550	2952975.97
551	2952644.689
552	2952334.488
553	2951849.206
554	2951558.837
555	2951162.659
556	2950612.675
557	2950374.714
558	2950094.668
559	2949587.834
560	2949170.831
561	2948761.555
562	2948089.451
563	2947738.361
564	2947032.033
565	2946603.861
566	2946176.225
567	2945287.367
568	2944871.628
569	2944332.097
570	2943831.518
571	2943511.722
572	2942959.992
573	2942802.603
574	2942573.057
575	2942324.044
576	2941881.419
577	2941458.372
578	2941164.975
579	2940817.184
580	2940539.391
581	2940205.945
582	2939811.052
583	2939098.431
584	2938402.335
585	2937762.619
586	2937628.834
587	2937196.395
588	2936859.959
589	2936464.156
590	2935847.431
591	2935454.615
592	2935243.893
593	2934958.029
594	2934528.621
595	2934100.708
596	2933680.643
597	2933412.594
598	2933327.089
599	2932888.258
600	2932430.041
601	2931827.201
602	2931763.696
603	2931433.83
604	2931113.916
605	2930735.268
606	2930323.632
607	2929527.436
608	2929030.03
609	2928747.146
610	2928367.733
611	2928011.777
612	2927606.783
613	2927283.407
614	2927004.935
615	2926637.718
616	2926287.701
617	2925804.825
618	2925628.618
619	2924854.725
620	2924305.81
621	2924029.206
622	2923608.253
623	2923550.133
624	2923218.746
625	2922504.38
626	2921988.088
627	2921759.276
628	2921428.134
629	2921244.581
630	2920889.599
631	2920659.565
632	2920335.891
633	2919850.051
634	2919601.367
635	2919321.101
636	2918838.487
637	2918654.292
638	2917770.966
639	2917331.683
640	2917094.859
641	2916559.043
642	2915939.921
643	2915629.302
644	2915424.728
645	2914892.536
646	2914533.839
647	2913918.702
648	2913662.008
649	2913202.104
650	2913030.647
651	2912493.482
652	2912039.485
653	2911719.978
654	2911166.395
655	2910820.551
656	2910305.734
657	2909998.37
658	2909667.177
659	2909423.002
660	2909146.402
661	2908856.684
662	2908790.229
663	2908288.673
664	2907983.628
665	2907749.221
666	2907496.018
667	2907021.614
668	2906752.12
669	2906377.029
670	2906274.503
671	2905760.64
672	2905120.158
673	2904892.907
674	2904391.438
675	2904290.792
676	2903830.292
677	2903636.273
678	2902976.86
679	2902666.951
680	2902400.181
681	2901983.092
682	2901549.767
683	2900815.576
684	2900379.478
685	2900027.768
686	2899615.968
687	2899157.56
688	2898827.878
689	2898693.785
690	2898352.24
691	2898228.999
692	2897796.724
693	2897352.237
694	2896795.369
695	2896530.584
696	2896171.186
697	2895963.023
698	2895638.836
699	2895151.803
700	2894992.066
701	2894615.692
702	2894430.742
703	2894117.962
704	2893684.701
705	2893519.934
706	2893153.643
707	2892915.133
708	2892679.913
709	2892448.545
710	2892225.045
711	2891884.93
712	2891394.58
713	2891081.082
714	2890648.098
715	2890000.273
716	2889923.506
717	2889595.818
718	2889210.399
719	2888747.453
720	2888495.411
721	2887918.1
722	2887835.834
723	2887440.925
724	2887042.356
725	2886675.055
726	2886349.642
727	2885908.662
728	2885513.567
729	2885402.062
730	2885146.522
731	2884829.356
732	2884578.432
733	2884317.708
734	2884077.282
735	2883750.408
736	2883455.005
737	2883073.129
738	2882831.745
739	2882374.297
740	2882007.527
741	2881672.806
742	2881268.695
743	2881043.012
744	2880718.305
745	2880549.073
746	2879964.148
747	2879736.428
748	2879558.948
749	2879340.582
750	2879047.409
751	2878733.539
752	2878372.134
753	2878103.611
754	2877812.302
755	2877493.191
756	2877248.592
757	2876835.115
758	2876441.676
759	2876005.085
760	2875659.233
761	2875265.714
762	2874849.707
763	2874497.924
764	2874125.345
765	2873868.403
766	2873459.759
767	2873055.01
768	2872714.124
769	2872263.39
770	2871908.651
771	2871659.309
772	2871449.059
773	2871225.878
774	2870868.236
775	2870619.327
776	2870247.133
777	2869932.851
778	2869699.07
779	2869439.708
780	2869095.244
781	2868786.662
782	2868518.695
783	2868167.605
784	2867855.764
785	2867652.798
786	2867219.138
787	2866760.631
788	2866188.414
789	2865975.334
790	2865610.17
791	2865270.308
792	2864983.826
793	2864673.021
794	2864492.209
795	2864221.005
796	2863767.345
797	2863563.028
798	2863106.781
799	2862807.437
800	2862435.32
801	2862130.918
802	2861863.764
803	2861641.879
804	2861182.143
805	2860936.664
806	2860693.061
807	2860349.181
808	2859995.339
809	2859685.832
810	2859369.79
811	2859153.442
812	2858840.243
813	2858487.101
814	2858038.135
815	2857533.363
816	2857315.491
817	2857056.753
818	2856669.582
819	2856320.426
820	2855971.468
821	2855756.094
822	2855574.304
823	2855296.953
824	2855020.194
825	2854777.106
826	2854549.231
827	2854164.899
828	2853959.847
829	2853922.34
830	2853529.044
831	2853335.342
832	2852969.706
833	2852710.427
834	2852345.971
835	2852132.614
836	2851806.956
837	2851311.875
838	2851157.005
839	2850846.006
840	2850617.784
841	2850364.735
842	2850131.879
843	2849964.393
844	2849769.101
845	2849264.484
846	2848797.728
847	2848338.804
848	2848087.197
849	2847827.831
850	2847609.373
851	2847248.595
852	2847008.572
853	2846740.699
854	2846462.972
855	2846057.315
856	2845883.065
857	2845443.476
858	2845316.316
859	2845148.552
860	2844877.642
861	2844669.154
862	2844305.037
863	2844105.655
864	2843805.776
865	2843441.188
866	2843253.894
867	2842999.87
868	2842606.944
869	2842349.949
870	2842166.109
871	2841894.178
872	2841534.29
873	2841132.096
874	2840799.731
875	2840421.025
876	2840078.672
877	2839828.439
878	2839635.284
879	2839314.587
880	2838954.458
881	2838684.387
882	2838397.593
883	2838266.604
884	2838082.334
885	2837878.223
886	2837574.394
887	2837434.588
888	2837083.111
889	2836700.684
890	2836502.9
891	2836203.179
892	2835904.926
893	2835672.678
894	2835351.432
895	2835103.921
896	2834764.543
897	2834486.536
898	2834021.03
899	2833862.934
900	2833685.68
901	2833358.221
902	2833020.239
903	2832766.31
904	2832089.246
905	2831941.563
906	2831552.046
907	2831362.39
908	2831017.499
909	2830902.755
910	2830778.725
911	2830589.69
912	2830288.004
913	2830008.032
914	2829705.751
915	2829258.52
916	2828997.897
917	2828642.073
918	2828417.133
919	2828414.374
920	2828150.336
921	2828014.138
922	2827813.077
923	2827809.329
924	2827616.768
925	2827384.131
926	2827078.085
927	2826567.879
928	2826231.199
929	2825905.668
930	2825903.12
931	2825899.005
932	2825585.508
933	2825434.304
934	2825234.228
935	2824988.706
936	2824636.48
937	2824505.628
938	2824503.338
939	2824295.023
940	2823971.522
941	2823968.351
942	2823752.671
943	2823345.877
944	2823342.947
945	2823122.006
946	2822797.376
947	2822568.091
948	2822212.404
949	2821749.215
950	2821492.186
951	2821185.03
952	2820801.647
953	2820569.722
954	2820271.877
955	2819937.094
956	2819641.489
957	2819355.407
958	2819059.957
959	2818893.53
960	2818675.193
961	2818425.98
962	2818108.045
963	2818105.794
964	2817786.186
965	2817460.367
966	2817161.147
967	2816991.523
968	2816538.799
969	2816389.122
970	2816017.394
971	2815757.571
972	2815754.802
973	2815471.384
974	2815303.111
975	2815003.406
976	2814600.784
977	2814235.204
978	2814034.399
979	2813775.582
980	2813517.062
981	2813372.75
982	2813106.519
983	2812916.185
984	2812913.564
985	2812667.381
986	2812665.418
987	2812469.723
988	2812467.314
989	2812172.28
990	2812155.739
991	2811868.546
992	2811673.038
993	2811432.274
994	2811196.505
995	2810710.346
996	2810422.087
997	2810153.411
998	2809785.486
999	2809436.376
